id,material,harvest,site,productivity,species
2664,lg3040vip3,2010,sonora,49.7,corn
2665,lg3045pro,2010,maracaju,123.7,corn
2666,lg3045pro,2010,sidrolândia,102.4,corn
2667,lg3045pro,2009,sonora,49.9,corn
2668,lg6030pro,2010,dourados,109.9,corn
2669,lg6030pro,2011,dourados,116.6,corn
2670,lg6030pro,2009,maracaju,76.3,corn
2671,lg6030pro,2011,maracaju,127.4,corn
2672,lg6030pro,2010,naviraí,105.7,corn
2673,lg6030pro,2011,naviraí,127.6,corn
2674,lg6030pro,2009,rio brilhante,72.5,corn
2675,lg6030pro,2010,rio brilhante,132.6,corn
2676,lg6030pro,2011,rio brilhante,124.6,corn
2677,lg6030pro,2009,são gabriel do oeste,83.7,corn
2678,lg6030pro,2011,são gabriel do oeste,126.2,corn
2679,lg6030pro2,2010,dourados,56.7,corn
2680,lg6030pro2,2010,naviraí,68.5,corn
2681,lg6030pro2,2010,rio brilhante,87.3,corn
2682,lg6030pro2,2010,sidrolândia,76.2,corn
2683,lg6033pro,2010,rio brilhante,98.8,corn
2684,lg6033pro,2010,dourados,71.1,corn
2685,lg6033pro,2010,naviraí,93.8,corn
2686,lg6033pro2,2014,amambai,76.1,corn
2687,lg6033pro2,2010,dourados,83.3,corn
2688,lg6033pro2,2014,dourados,124.8,corn
2689,lg6033pro2,2009,maracaju,79.3,corn
2690,lg6033pro2,2014,maracaju,89.5,corn
2691,lg6033pro2,2009,naviraí,88.2,corn
2692,lg6033pro2,2010,naviraí,65.3,corn
2693,lg6033pro2,2014,naviraí,94.2,corn
2694,lg6033pro2,2010,rio brilhante,101.3,corn
2695,lg6033pro2,2009,sidrolândia,97.7,corn
2696,lg6033pro2,2010,sidrolândia,89.4,corn
2697,lg6033pro2,2010,sidrolândia,92.3,corn
2698,lg6033pro3,2011,dourados,90.6,corn
2699,lg6033pro3,2011,maracaju,101.9,corn
2700,lg6033pro3,2011,naviraí,98.6,corn
2701,lg6033pro3,2011,rio brilhante,116.2,corn
2702,lg6033pro3,2011,são gabriel do oeste,109.7,corn
2703,lg6033pro3,2011,sidrolândia,92.9,corn
2704,lg6033pro3,2011,sonora,80.4,corn
2705,lg6036pro,2010,dourados,61.0,corn
2706,lg6036pro,2010,naviraí,78.7,corn
2707,lg6036pro,2010,rio brilhante,87.9,corn
2708,lg6036pro,2010,sidrolândia,90.5,corn
2709,lg6036pro2,2009,maracaju,68.6,corn
2710,lg6036pro2,2009,naviraí,86.5,corn
2711,lg6036pro2,2009,sidrolândia,80.1,corn
2712,lg6038pro,2010,dourados,68.3,corn
2713,lg6038pro,2010,naviraí,77.5,corn
2714,lg6038pro,2010,rio brilhante,82.2,corn
2715,lg6038pro,2010,sidrolândia,82.0,corn
2716,lg6050pro2,2011,dourados,115.6,corn
2717,lg6050pro2,2011,maracaju,112.3,corn
2718,lg6050pro2,2011,naviraí,97.4,corn
2719,lg6050pro2,2011,rio brilhante,103.3,corn
2720,lg6050pro2,2011,são gabriel do oeste,99.8,corn
2721,lg6050pro2,2011,sidrolândia,110.3,corn
2722,lg6050pro2,2011,sonora,81.6,corn
2723,lg6304pro,2011,dourados,100.8,corn
2724,lg6304pro,2011,maracaju,116.0,corn
2725,lg6304pro,2011,naviraí,112.7,corn
2726,lg6304pro,2011,sidrolândia,109.0,corn
2727,lg6304pro,2011,sonora,83.2,corn
2728,lg6304pro,2011,rio brilhante,119.5,corn
2729,lg6304pro,2011,são gabriel do oeste,104.3,corn
2730,lg6304pro,2014,sidrolândia,137.4,corn
2731,lg6304yg,2015,amambai,147.2,corn
2732,lg6304yg,2016,amambai,162.5,corn
2733,lg6304yg,2012,aral moreira,69.1,corn
2734,lg6304yg,2016,bonito,127.8,corn
2735,lg6304yg,2016,deodápolis,70.1,corn
2736,lg6304yg,2012,dourados,135.8,corn
2737,lg6304yg,2015,dourados,123.9,corn
2738,lg6304yg,2016,dourados,118.2,corn
2739,lg6304yg,2015,maracaju,167.3,corn
2740,lg6304yg,2016,maracaju,132.1,corn
2741,lg6304yg,2012,naviraí,138.4,corn
2742,lg6304yg,2015,naviraí,142.1,corn
2743,lg6304yg,2016,naviraí,119.9,corn
2744,lg6304yg,2012,rio brilhante,126.8,corn
2745,lg6304yg,2015,rio brilhante,138.8,corn
2746,lg6304yg,2016,rio brilhante,159.7,corn
2747,lg6304yg,2015,são gabriel do oeste,152.9,corn
2748,lg6304yg,2012,sidrolândia,176.2,corn
2749,lg6304yg,2015,sidrolândia,188.9,corn
2750,lg6304yg,2016,sidrolândia,136.0,corn
2751,lg6304yg,2012,aral moreira,78.3,corn
2752,lg6304yg,2012,dourados,118.3,corn
2753,lg6304yg,2012,naviraí,137.6,corn
2754,lg6304yg,2012,rio brilhante,118.7,corn
2755,lg6304yg,2012,sidrolândia,144.0,corn
2756,maximustl,2014,amambai,97.2,corn
2757,maximustl,2016,amambai,132.9,corn
2758,maximustl,2013,antônio joão,108.6,corn
2759,maximustl,2016,bonito,126.9,corn
2760,maximustl,2016,deodápolis,96.4,corn
2761,maximustl,2013,dourados,164.3,corn
2762,maximustl,2014,dourados,120.4,corn
2763,maximustl,2016,dourados,110.3,corn
2764,maximustl,2013,maracaju,122.0,corn
2765,maximustl,2014,maracaju,104.2,corn
2766,maximustl,2016,maracaju,109.8,corn
2767,maximustl,2013,naviraí,91.9,corn
2768,maximustl,2014,naviraí,114.0,corn
2769,maximustl,2013,rio brilhante,103.1,corn
2770,maximustl,2016,rio brilhante,139.1,corn
2771,maximustl,2013,são gabriel do oeste,106.7,corn
2772,maximustl,2014,são gabriel do oeste,107.7,corn
2773,maximustl,2013,sidrolândia,123.2,corn
2774,maximustl,2014,sidrolândia,127.6,corn
2775,maximustl,2016,sidrolândia,119.8,corn
2776,maximusvip,2016,naviraí,110.4,corn
2777,mg300pw,2009,aral moreira,80.0,corn
2778,mg300pw,2009,dourados,35.4,corn
2779,mg300pw,2009,maracaju,69.0,corn
2780,mg300pw,2009,naviraí,97.5,corn
2781,mg300pw,2009,rio brilhante,87.1,corn
2782,mg300pw,2009,são gabriel do oeste,96.2,corn
2783,mg300pw,2009,sidrolândia,108.7,corn
2784,mg300pw,2009,sonora,46.5,corn
2785,mg580pw,2015,amambai,134.4,corn
2786,mg580pw,2015,dourados,134.4,corn
2787,mg580pw,2015,maracaju,153.5,corn
2788,mg580pw,2015,naviraí,140.7,corn
2789,mg580pw,2015,rio brilhante,140.6,corn
2790,mg580pw,2015,são gabriel do oeste,150.1,corn
2791,mg580pw,2015,sidrolândia,150.8,corn
2792,mg652pw,2013,antônio joão,111.6,corn
2793,mg652pw,2012,aral moreira,81.9,corn
2794,mg652pw,2011,dourados,115.6,corn
2795,mg652pw,2013,dourados,141.9,corn
2796,mg652pw,2011,maracaju,132.8,corn
2797,mg652pw,2013,maracaju,119.0,corn
2798,mg652pw,2011,naviraí,125.6,corn
2799,mg652pw,2012,naviraí,115.8,corn
2800,mg652pw,2013,naviraí,98.0,corn
2801,mg652pw,2011,rio brilhante,128.0,corn
2802,mg652pw,2012,rio brilhante,123.0,corn
2803,mg652pw,2013,rio brilhante,99.6,corn
2804,mg652pw,2011,são gabriel do oeste,104.2,corn
2805,mg652pw,2013,são gabriel do oeste,115.1,corn
2806,mg652pw,2011,sidrolândia,128.8,corn
2807,mg652pw,2012,sidrolândia,143.8,corn
2808,mg652pw,2013,sidrolândia,136.9,corn
2809,mg652pw,2011,sonora,85.1,corn
2810,mg699pw,2011,sonora,88.1,corn
2811,mg699pw,2009,aral moreira,80.1,corn
2812,mg699pw,2009,dourados,20.7,corn
2813,mg699pw,2009,maracaju,74.3,corn
2814,mg699pw,2009,naviraí,94.7,corn
2815,mg699pw,2009,rio brilhante,72.8,corn
2816,mg699pw,2009,são gabriel do oeste,91.4,corn
2817,mg699pw,2009,sidrolândia,102.9,corn
2818,mg699pw,2009,sonora,47.5,corn
2819,mg699pw,2011,dourados,108.3,corn
2820,mg699pw,2011,maracaju,125.7,corn
2821,mg699pw,2011,naviraí,127.7,corn
2822,mg699pw,2015,naviraí,120.1,corn
2823,mg699pw,2011,são gabriel do oeste,108.2,corn
2824,mg699pw,2011,sidrolândia,125.1,corn
2825,mg744pw,2014,amambai,98.2,corn
2826,mg744pw,2012,aral moreira,85.3,corn
2827,mg744pw,2012,naviraí,106.6,corn
2828,mg744pw,2012,rio brilhante,110.5,corn
2829,mg744pw,2012,sidrolândia,146.1,corn
2830,mg744pw,2015,amambai,127.2,corn
2831,mg744pw,2016,deodápolis,96.1,corn
2832,mg744pw,2014,dourados,132.7,corn
2833,mg744pw,2015,dourados,121.6,corn
2834,mg744pw,2014,maracaju,103.4,corn
2835,mg744pw,2015,maracaju,139.4,corn
2836,mg744pw,2014,naviraí,95.4,corn
2837,mg744pw,2015,naviraí,120.0,corn
2838,mg744pw,2016,naviraí,80.4,corn
2839,mg744pw,2015,rio brilhante,127.0,corn
2840,mg744pw,2014,são gabriel do oeste,114.8,corn
2841,mg744pw,2015,são gabriel do oeste,149.6,corn
2842,mg744pw,2014,sidrolândia,136.5,corn
2843,mg744pw,2015,sidrolândia,134.7,corn
2844,mg744pw,2013,antônio joão,119.1,corn
2845,mg744pw,2013,dourados,146.9,corn
2846,mg744pw,2013,maracaju,123.1,corn
2847,mg744pw,2013,naviraí,93.9,corn
2848,mg744pw,2013,rio brilhante,92.0,corn
2849,mg744pw,2013,são gabriel do oeste,98.4,corn
2850,mg744pw,2013,sidrolândia,118.0,corn
2851,ms2009,2009,aral moreira,72.0,corn
2852,ms2009,2009,dourados,10.8,corn
2853,ms2009,2009,maracaju,77.0,corn
2854,ms2009,2009,naviraí,86.7,corn
2855,ms2009,2009,rio brilhante,70.0,corn
2856,ms2009,2009,são gabriel do oeste,80.6,corn
2857,ms2009,2009,sidrolândia,78.5,corn
2858,ms2009,2009,sonora,33.6,corn
2859,ms2010,2013,antônio joão,115.4,corn
2860,ms2010,2012,aral moreira,69.6,corn
2861,ms2010,2011,dourados,115.0,corn
2862,ms2010,2012,dourados,131.2,corn
2863,ms2010,2013,dourados,146.6,corn
2864,ms2010,2011,maracaju,133.4,corn
2865,ms2010,2013,maracaju,118.3,corn
2866,ms2010,2011,naviraí,125.1,corn
2867,ms2010,2013,naviraí,104.1,corn
2868,ms2010,2011,rio brilhante,127.9,corn
2869,ms2010,2013,rio brilhante,97.6,corn
2870,ms2010,2012,são gabriel do oeste,123.8,corn
2871,ms2010,2013,são gabriel do oeste,109.1,corn
2872,ms2010,2011,sidrolândia,136.1,corn
2873,ms2010,2013,sidrolândia,114.3,corn
2874,ms3022,2011,dourados,114.0,corn
2875,ms3022,2011,maracaju,125.9,corn
2876,ms3022,2011,naviraí,124.2,corn
2877,ms3022,2011,sidrolândia,117.9,corn
2878,ms3022,2014,dourados,106.2,corn
2879,ms3022,2011,rio brilhante,105.1,corn
2880,no121mg,2011,dourados,129.8,corn
2881,no121mg,2011,maracaju,125.9,corn
2882,no121mg,2011,naviraí,131.3,corn
2883,no121mg,2011,sidrolândia,125.0,corn
2884,no121mg,2011,rio brilhante,116.2,corn
2885,ns50pro,2009,rio brilhante,65.5,corn
2886,ns56,2010,rio brilhante,97.2,corn
2887,ns56,2010,dourados,74.5,corn
2888,ns56,2010,maracaju,93.1,corn
2889,ns90pro,2011,sidrolândia,110.1,corn
2890,ns90pro,2011,maracaju,119.0,corn
2891,ns92,2009,sidrolândia,87.5,corn
2892,ns92pro,2009,dourados,4.9,corn
2893,ns92pro,2009,maracaju,74.7,corn
2894,ns92pro,2010,rio brilhante,98.8,corn
2895,ns92pro,2010,são gabriel do oeste,93.5,corn
2896,ns92pro,2010,sonora,49.4,corn
2897,omega,2009,dourados,16.3,corn
2898,omega,2010,dourados,77.4,corn
2899,omega,2009,maracaju,76.4,corn
2900,omega,2010,maracaju,116.7,corn
2901,omega,2011,maracaju,111.0,corn
2902,omega,2009,rio brilhante,65.2,corn
2903,omega,2010,rio brilhante,97.5,corn
2904,omega,2010,são gabriel do oeste,79.3,corn
2905,omega,2009,sidrolândia,87.2,corn
2906,omega,2011,sidrolândia,112.1,corn
2907,omega,2010,sonora,40.4,corn
2908,omega,2013,antônio joão,106.3,corn
2909,omega,2013,dourados,117.3,corn
2910,omega,2011,maracaju,100.1,corn
2911,omega,2013,maracaju,108.7,corn
2912,omega,2013,naviraí,103.8,corn
2913,omega,2013,são gabriel do oeste,93.4,corn
2914,omega,2011,sidrolândia,122.2,corn
2915,omega,2012,sidrolândia,136.7,corn
2916,omega,2013,sidrolândia,120.2,corn
2917,omegatl,2009,dourados,7.6,corn
2918,omegatl,2009,maracaju,72.5,corn
2919,omegatl,2009,rio brilhante,63.6,corn
2920,omegatl,2009,sidrolândia,94.6,corn
2921,omegatl,2009,dourados,29.7,corn
2922,omegatl,2010,dourados,73.4,corn
2923,omegatl,2009,maracaju,65.0,corn
2924,omegatl,2010,maracaju,96.9,corn
2925,omegatl,2009,rio brilhante,64.2,corn
2926,omegatl,2009,sidrolândia,83.1,corn
2927,p3046hx,2011,maracaju,105.4,corn
2928,p3046hx,2011,sidrolândia,107.9,corn
2929,p30b88hx,2012,sidrolândia,152.0,corn
2930,p30f35hx,2013,antônio joão,129.0,corn
2931,p30f35hx,2013,dourados,167.1,corn
2932,p30f35hx,2013,maracaju,117.8,corn
2933,p30f35hx,2013,naviraí,118.5,corn
2934,p30f35hx,2013,são gabriel do oeste,108.1,corn
2935,p30f35hx,2013,sidrolândia,113.4,corn
2936,p30f35yg,2010,aral moreira,99.7,corn
2937,p30f35yg,2010,dourados,73.6,corn
2938,p30f35yg,2010,maracaju,100.0,corn
2939,p30f35yg,2010,são gabriel do oeste,83.7,corn
2940,p30f35yg,2010,sidrolândia,81.9,corn
2941,p30f35yg,2010,sonora,46.1,corn
2942,p30f53h,2010,aral moreira,121.1,corn
2943,p30f53h,2010,dourados,67.5,corn
2944,p30f53h,2010,maracaju,113.1,corn
2945,p30f53h,2010,são gabriel do oeste,87.1,corn
2946,p30f53h,2010,sidrolândia,78.9,corn
2947,p30f53h,2010,sonora,48.3,corn
2948,p30k73yg,2010,aral moreira,108.1,corn
2949,p30k73yg,2010,dourados,72.9,corn
2950,p30k73yg,2010,maracaju,118.6,corn
2951,p30k73yg,2010,são gabriel do oeste,72.6,corn
2952,p30k73yg,2010,sidrolândia,86.4,corn
2953,p30k73yg,2010,sonora,40.9,corn
2954,p30p70,2009,dourados,7.2,corn
2955,p30p70,2009,maracaju,36.6,corn
2956,p30p70,2009,são gabriel do oeste,47.6,corn
2957,p30p70,2009,sonora,27.8,corn
2958,p30p70,2009,naviraí,52.2,corn
2959,p30p70,2009,rio brilhante,40.3,corn
2960,p30p70hx,2010,maracaju,121.3,corn
2961,p30p70hx,2010,são gabriel do oeste,101.4,corn
2962,p30p70hx,2010,sidrolândia,104.1,corn
2963,p30p70hx,2010,aral moreira,141.2,corn
2964,p30p70hx,2012,aral moreira,78.9,corn
2965,p30p70hx,2011,dourados,123.8,corn
2966,p30p70hx,2012,dourados,128.5,corn
2967,p30p70hx,2011,maracaju,137.2,corn
2968,p30p70hx,2011,naviraí,125.1,corn
2969,p30p70hx,2012,naviraí,126.4,corn
2970,p30p70hx,2010,rio brilhante,130.4,corn
2971,p30p70hx,2011,rio brilhante,141.1,corn
2972,p30p70hx,2012,rio brilhante,123.6,corn
2973,p30p70hx,2011,são gabriel do oeste,120.7,corn
2974,p30p70hx,2012,são gabriel do oeste,120.1,corn
2975,p30p70hx,2011,sidrolândia,140.9,corn
2976,p30p70hx,2012,sidrolândia,179.9,corn
2977,p30p70hx,2010,sonora,60.6,corn
2978,p30p70hx,2011,sonora,91.0,corn
2979,p30s31,2013,antônio joão,119.2,corn
2980,p30s31,2013,dourados,164.2,corn
2981,p30s31,2013,maracaju,119.5,corn
2982,p30s31,2013,naviraí,107.3,corn
2983,p30s31,2013,rio brilhante,93.8,corn
2984,p30s31,2013,são gabriel do oeste,110.4,corn
2985,p30s31,2013,sidrolândia,131.3,corn
2986,p30s31h,2014,amambai,90.2,corn
2987,p30s31h,2015,amambai,139.6,corn
2988,p30s31h,2016,amambai,148.9,corn
2989,p30s31h,2015,bonito,147.3,corn
2990,p30s31h,2016,bonito,122.9,corn
2991,p30s31h,2016,deodápolis,95.0,corn
2992,p30s31h,2014,dourados,132.8,corn
2993,p30s31h,2015,dourados,121.4,corn
2994,p30s31h,2016,dourados,119.7,corn
2995,p30s31h,2014,maracaju,108.5,corn
2996,p30s31h,2015,maracaju,156.5,corn
2997,p30s31h,2016,maracaju,142.2,corn
2998,p30s31h,2014,naviraí,103.3,corn
2999,p30s31h,2015,naviraí,109.0,corn
3000,p30s31h,2016,naviraí,111.6,corn
3001,p30s31h,2015,rio brilhante,138.7,corn
3002,p30s31h,2016,rio brilhante,137.3,corn
3003,p30s31h,2014,são gabriel do oeste,149.9,corn
3004,p30s31h,2015,são gabriel do oeste,140.4,corn
3005,p30s31h,2014,sidrolândia,155.7,corn
3006,p30s31h,2015,sidrolândia,164.1,corn
3007,p30s31h,2016,sidrolândia,126.2,corn
3008,p30s31hx,2016,amambai,140.1,corn
3009,p30s31hx,2016,bonito,134.0,corn
3010,p30s31hx,2016,deodápolis,94.8,corn
3011,p30s31hx,2016,dourados,116.2,corn
3012,p30s31hx,2016,maracaju,128.9,corn
3013,p30s31hx,2016,naviraí,114.4,corn
3014,p30s31hx,2016,rio brilhante,140.2,corn
3015,p30s31hx,2016,sidrolândia,130.8,corn
3016,p30s31hx,2016,amambai,128.1,corn
3017,p30s31hx,2016,bonito,116.9,corn
3018,p30s31hx,2016,deodápolis,74.2,corn
3019,p30s31hx,2016,dourados,92.8,corn
3020,p30s31hx,2016,maracaju,93.1,corn
3021,p30s31hx,2016,naviraí,79.6,corn
3022,p30s31hx,2016,rio brilhante,94.4,corn
3023,p30s31hx,2016,sidrolândia,116.4,corn
3024,p30s31vyh,2015,amambai,126.3,corn
3025,p30s31vyh,2016,amambai,106.0,corn
3026,p30s31vyh,2015,bonito,133.4,corn
3027,p30s31vyh,2016,bonito,113.3,corn
3028,p30s31vyh,2016,deodápolis,93.2,corn
3029,p30s31vyh,2015,dourados,93.9,corn
3030,p30s31vyh,2016,dourados,110.9,corn
3031,p30s31vyh,2015,maracaju,122.9,corn
3032,p30s31vyh,2016,maracaju,104.5,corn
3033,p30s31vyh,2015,naviraí,122.0,corn
3034,p30s31vyh,2016,naviraí,85.3,corn
3035,p30s31vyh,2015,rio brilhante,90.7,corn
3036,p30s31vyh,2016,rio brilhante,94.3,corn
3037,p30s31vyh,2015,são gabriel do oeste,129.8,corn
3038,p30s31vyh,2015,sidrolândia,149.2,corn
3039,p30s31vyh,2016,sidrolândia,106.3,corn
3040,p3161h,2015,amambai,115.5,corn
3041,p3161h,2016,amambai,106.8,corn
3042,p3161h,2015,bonito,125.8,corn
3043,p3161h,2016,bonito,118.2,corn
3044,p3161h,2016,deodápolis,85.3,corn
3045,p3161h,2015,dourados,124.1,corn
3046,p3161h,2016,dourados,96.2,corn
3047,p3161h,2015,maracaju,113.4,corn
3048,p3161h,2016,maracaju,102.9,corn
3049,p3161h,2015,naviraí,106.9,corn
3050,p3161h,2016,naviraí,80.8,corn
3051,p3161h,2015,rio brilhante,92.4,corn
3052,p3161h,2016,rio brilhante,107.1,corn
3053,p3161h,2015,são gabriel do oeste,123.6,corn
3054,p3161h,2015,sidrolândia,169.6,corn
3055,p3161h,2016,sidrolândia,99.9,corn
3056,p3250,2010,aral moreira,114.0,corn
3057,p3250,2010,dourados,88.2,corn
3058,p3250,2010,maracaju,121.1,corn
3059,p3250,2010,rio brilhante,114.5,corn
3060,p3250,2010,sidrolândia,91.7,corn
3061,p3250,2009,aral moreira,68.4,corn
3062,p3250,2009,dourados,29.3,corn
3063,p3250,2009,maracaju,80.8,corn
3064,p3250,2009,naviraí,93.5,corn
3065,p3250,2010,naviraí,95.1,corn
3066,p3250,2009,rio brilhante,69.9,corn
3067,p3250,2009,sidrolândia,99.7,corn
3068,p3250,2011,sonora,75.8,corn
3069,p3250,2010,sonora,45.0,corn
3070,p3250,2010,maracaju,112.4,corn
3071,p3250,2010,rio brilhante,104.3,corn
3072,p3250,2010,são gabriel do oeste,78.6,corn
3073,p3340,2011,dourados,128.0,corn
3074,p3340,2011,maracaju,132.4,corn
3075,p3340,2011,naviraí,126.1,corn
3076,p3340,2012,naviraí,139.3,corn
3077,p3340,2011,rio brilhante,128.2,corn
3078,p3340h,2014,amambai,81.9,corn
3079,p3340h,2013,antônio joão,104.7,corn
3080,p3340h,2012,aral moreira,75.3,corn
3081,p3340h,2012,dourados,130.3,corn
3082,p3340h,2014,dourados,116.8,corn
3083,p3340h,2013,maracaju,128.5,corn
3084,p3340h,2014,maracaju,96.9,corn
3085,p3340h,2013,naviraí,119.3,corn
3086,p3340h,2014,naviraí,101.2,corn
3087,p3340h,2012,rio brilhante,126.3,corn
3088,p3340h,2013,rio brilhante,88.3,corn
3089,p3340h,2013,são gabriel do oeste,113.1,corn
3090,p3340h,2012,sidrolândia,168.5,corn
3091,p3340h,2013,sidrolândia,121.8,corn
3092,p3340h,2014,sidrolândia,136.9,corn
3093,p3431h,2012,aral moreira,105.6,corn
3094,p3431h,2012,dourados,142.1,corn
3095,p3431h,2012,naviraí,133.7,corn
3096,p3431h,2012,rio brilhante,125.8,corn
3097,p3431h,2012,são gabriel do oeste,119.6,corn
3098,p3431h,2012,sidrolândia,184.6,corn
3099,p3431vyh,2016,deodápolis,66.0,corn
3100,p3431vyh,2016,sidrolândia,114.0,corn
3101,p3456h,2015,naviraí,86.6,corn
3102,p3646h,2016,amambai,103.1,corn
3103,p3646h,2016,bonito,104.1,corn
3104,p3646h,2016,dourados,80.4,corn
3105,p3646h,2016,rio brilhante,95.7,corn
3106,p3646hx,2016,bonito,106.1,corn
3107,p3646hx,2016,naviraí,98.5,corn
3108,p3646hx,2016,sidrolândia,113.4,corn
3109,p3646hx,2015,naviraí,98.3,corn
3110,p4042,2016,amambai,93.4,corn
3111,p4042,2016,bonito,99.7,corn
3112,p4042,2016,dourados,82.9,corn
3113,p4042,2016,maracaju,77.7,corn
3114,p4042,2016,naviraí,74.1,corn
3115,p4042,2016,rio brilhante,95.9,corn
3116,p4042hx,2009,maracaju,81.5,corn
3117,p4042hx,2010,maracaju,98.5,corn
3118,p4042hx,2010,rio brilhante,99.3,corn
3119,p4042hx,2009,sidrolândia,89.3,corn
3120,p4042hx,2010,sidrolândia,89.2,corn
3121,p4285,2009,maracaju,70.6,corn
3122,p4285,2009,sidrolândia,78.1,corn
3123,p4285h,2010,maracaju,107.7,corn
3124,p4285h,2010,rio brilhante,84.2,corn
3125,p4285h,2010,sidrolândia,73.1,corn
3126,ag9040,2009,aral moreira,119.2,corn
3127,2b587,2009,aral moreira,109.3,corn
3128,cd384,2009,aral moreira,107.5,corn
3129,agn30a06,2009,aral moreira,107.1,corn
3130,dkb315,2009,aral moreira,106.3,corn
3131,2b688,2009,aral moreira,104.8,corn
3132,agn20a55,2009,aral moreira,103.8,corn
3133,2b604,2009,aral moreira,102.5,corn
3134,ag9010yg,2009,aral moreira,101.4,corn
3135,2b710,2009,aral moreira,100.1,corn
3136,dkb390yg,2009,aral moreira,99.0,corn
3137,2b707,2009,aral moreira,97.1,corn
3138,p30p70,2009,aral moreira,96.5,corn
3139,agn20a06,2009,aral moreira,96.2,corn
3140,2b710hx,2009,aral moreira,95.9,corn
3141,agn30a91,2009,aral moreira,93.6,corn
3142,ag6020,2009,aral moreira,92.9,corn
3143,formula,2009,aral moreira,92.3,corn
3144,penta,2009,aral moreira,92.1,corn
3145,bg7055,2009,aral moreira,88.4,corn
3146,dkb350yg,2009,aral moreira,87.1,corn
3147,as3421,2009,aral moreira,84.0,corn
3148,dkb177,2009,aral moreira,83.4,corn
3149,as1590yg,2009,aral moreira,83.4,corn
3150,p30s31,2009,aral moreira,83.2,corn
3151,cd308,2009,aral moreira,82.3,corn
3152,omega,2009,aral moreira,81.6,corn
3153,rb9110,2009,aral moreira,80.6,corn
3154,p4042,2009,aral moreira,80.3,corn
3155,rb9210,2009,aral moreira,80.1,corn
3156,bx945,2009,aral moreira,78.4,corn
3157,p3340,2009,aral moreira,77.7,corn
3158,ag8088yg,2009,aral moreira,75.7,corn
3159,cd351,2009,aral moreira,74.0,corn
3160,cd304,2009,aral moreira,74.0,corn
3161,atl200,2009,aral moreira,73.2,corn
3162,rb9308,2009,aral moreira,72.0,corn
3163,bg7049,2009,aral moreira,69.8,corn
3164,torktl,2009,aral moreira,68.4,corn
3165,hs969728,2009,aral moreira,65.0,corn
3166,as1596,2009,aral moreira,63.1,corn
3167,bx974,2009,aral moreira,61.9,corn
3168,hs7338,2009,aral moreira,59.3,corn
3169,bx1200,2009,aral moreira,49.4,corn
3170,ag9040,2009,dourados,53.1,corn
3171,2b710hx,2009,dourados,50.4,corn
3172,ag9010yg,2009,dourados,47.9,corn
3173,dkb350yg,2009,dourados,43.0,corn
3174,as1551yg,2009,dourados,39.9,corn
3175,p30p70,2009,dourados,37.8,corn
3176,2b587,2009,dourados,37.4,corn
3177,dkb315,2009,dourados,37.3,corn
3178,as1590yg,2009,dourados,36.4,corn
3179,2b710,2009,dourados,35.8,corn
3180,rb9110,2009,dourados,35.4,corn
3181,p4042,2009,dourados,34.8,corn
3182,2b707,2009,dourados,34.3,corn
3183,formula,2009,dourados,34.1,corn
3184,agn30a91,2009,dourados,33.2,corn
3185,dg601,2009,dourados,32.8,corn
3186,ag8088yg,2009,dourados,32.2,corn
3187,shs7090,2009,dourados,29.7,corn
3188,as1592yg,2009,dourados,29.6,corn
3189,torktl,2009,dourados,29.3,corn
3190,as1572yg,2009,dourados,28.5,corn
3191,cd384,2009,dourados,28.1,corn
3192,p3340,2009,dourados,27.6,corn
3193,agn20a06,2009,dourados,27.5,corn
3194,ms2009,2009,dourados,27.1,corn
3195,2b688,2009,dourados,26.7,corn
3196,agn20a55,2009,dourados,26.6,corn
3197,hs7338,2009,dourados,25.8,corn
3198,cd351,2009,dourados,25.5,corn
3199,dkb390yg,2009,dourados,25.1,corn
3200,cd308,2009,dourados,23.9,corn
3201,p30s31,2009,dourados,23.6,corn
3202,ag6020,2009,dourados,23.4,corn
3203,hs969728,2009,dourados,21.8,corn
3204,dg501,2009,dourados,21.3,corn
3205,rb9210,2009,dourados,20.7,corn
3206,dg627,2009,dourados,18.8,corn
3207,am4003,2009,dourados,17.9,corn
3208,penta,2009,dourados,17.3,corn
3209,impacto,2009,dourados,16.9,corn
3210,shs5090,2009,dourados,16.3,corn
3211,atl200,2009,dourados,16.3,corn
3212,bg7055,2009,dourados,16.3,corn
3213,omega,2009,dourados,15.1,corn
3214,agn30a06,2009,dourados,14.1,corn
3215,bg7049,2009,dourados,13.6,corn
3216,bx1200,2009,dourados,13.3,corn
3217,cd304,2009,dourados,11.1,corn
3218,rb9308,2009,dourados,10.8,corn
3219,bx1255,2009,dourados,8.8,corn
3220,bx945,2009,dourados,8.1,corn
3221,shs7080,2009,dourados,7.6,corn
3222,sol da manhã,2009,dourados,7.2,corn
3223,al bandeirante,2009,dourados,6.0,corn
3224,shs5070,2009,dourados,4.9,corn
3225,bx974,2009,dourados,2.6,corn
3226,dkb315,2009,maracaju,99.9,corn
3227,ag9040,2009,maracaju,97.3,corn
3228,2b710,2009,maracaju,97.1,corn
3229,omega,2009,maracaju,93.4,corn
3230,dkb390yg,2009,maracaju,92.0,corn
3231,2b587,2009,maracaju,90.0,corn
3232,2b707,2009,maracaju,89.7,corn
3233,p3340,2009,maracaju,89.0,corn
3234,gnz9501,2009,maracaju,89.0,corn
3235,p4042,2009,maracaju,88.6,corn
3236,2b655,2009,maracaju,88.4,corn
3237,p30f35yg,2009,maracaju,88.3,corn
